,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
452,ለመንገድ,ያዝ,,,,,,,,,,,,,,,,,,,,,,,,,,,,
453,ህጻን,ልጅ,እየተሽኮረመመ,ሢሥቅ,ሚመሥለው,,,,,,,,,,,,,,,,,,,,,,,,,
454,ሸበላው,ውድድሩ,ምርጫ,ወረዳ,ህዝቡ,ወካዩን,የሚመርጠው,ምርጫ,ወረዳ,ህዝቡ,የእለት,ተለት,ችግር,የሚገጥመው,ምርጫ,ወረዳው,ዝቅ,መዋቅር,ከምርጫ,ወረዳ,ውክልናዎች,የሚወሠኑት,ምርጫ,ወረዳ,,,,,,
455,የኛው,ክፍለዘመን,የሚጠይቀው,ፖለቲካ,የምንችልበት,ሀገር,አለን,ወይሥ,የለንም,የኛው,ክፍለዘመን,ፖለቲካ,አራማጆች,ብለን,የምንከተላቸው,መጀመሪያ,መጫወቻውን,ሠርተው,የሚጫወቱት,እኛሥ,ጥያቄው,,,,,,,,,
456,ኣብይ,ደመቀ,ገዱ,ለማ,እሥክንድር,ብርሃኑ,የኣማራ,ሹመኞች,ለጥቅም,ለህዝብ,እንዲተላለቅ,ቅጥረኞች,ይሁኑ,,,,,,,,,,,,,,,,,
457,ደህና,ደህሩ,የነጋላችሁ,ደግሞ,መልካም,,,,,,,,,,,,,,,,,,,,,,,,,
458,ብዙ,ደደብ,ፖለቲከኞች,አይቻለው,የደቡቦች,ግን,ይለያል,የበሬ,ግምባር,የምታክል,መሬት,ይዘው,ከጀዋር,ቂንቂን,ይላሉ,ለልጆቻቸው,ቢያሥብ,ደግ,,,,,,,,,,,,
459,እችን,ይወዳል,እኛን,ሢከታተል,እንዴ,የከረመው,አበጥሮን,የለ,እንዴ,,,,,,,,,,,,,,,,,,,,,
460,ኣምላኬ,ማሥተዋል,ጥበቡን,ይሥጠን,,,,,,,,,,,,,,,,,,,,,,,,,,
461,እናንተም,ከፈተች,እንዴ,,,,,,,,,,,,,,,,,,,,,,,,,,,
462,ማፍቀር,ሥትጀምር,ከእምነታችሁ,ከሃይማኖታችሁ,ጀምሩ,የተዋህዶ,ልጆች,ያላገባችሁ,ቅዱሥ,ቀን,ክብሩ,ቀን,ያብቃችሁ,ያብቃን,ለሁላችንም,አሜ,ጋብቻክብሩቅዱሥህይወትነው,,,,,,,,,,,,,
463,ውይ,ማሙሽ,እንዴ,እኮ,ገና,ጡት,እየጠባ,አደገ,እኮ,ዝም,በይ,እሥቲ,ሥርጉት,እሥካሁን,ድረሥ,እየጠባሁ,እንድጠብቅሽ,የፈለግሽው,,,,,,,,,,,,
464,ቅድም,ያየሻቸዉ,ጎደኞቼ,ኮ,ቨርጅን,ነን,ሦሥታችሁም,ቆማችሁ,አትጎበኙም,,,,,,,,,,,,,,,,,,,,,
465,ፈቀቅ,ልንል,አልቻልንም,እኮ,ጎበዝ,ያው,የኢትዮጵያ,ጉዳይና,ጉድ,እለታዊ,መሆኑና,የትኩረታችን,አቅጣጫን,የሚበታትኑት,በርካታ,ነገሮች,እንዳሉ,ሀቅ,እሥቲ,ይቺን,ዘ,,,,,,,,,
466,በድምጽም,ብሠማት,ማመን,ይከብዳል,ይሄን,ጅልነት,,,,,,,,,,,,,,,,,,,,,,,,
467,በፊት,የነበው,መንግሥት,እራሡ,ሌባ,አልነበረም,እንዴ,እኮ,የሠፈር,ሌባ,ሌባ,የትም,ሀገር,ይኖራ,,,,,,,,,,,,,,,,
468,ሞጣ,እውነተኛ,ፍትህ,እሠኪገኝ,የትኛውም,አጀንዳ,ውድቅ,አጀንዳ,ጠለፋ,አይሣካም,,,,,,,,,,,,,,,,,,,,
469,ታጋቾች,ባሥቸኳይ,መለቀቅ,አለባቸው,አሣር,አይተው,ያሣደጓቸውን,ልጆች,ለትምህርት,በላኩበት,ጫካ,ታገቱን,መሥማት,ለወላጆች,ከፍተኛ,ህመም,,,,,,,,,,,,,,
470,የሞጣው,ቃጠሎ,አሥመልክቶ,በዲሢ,የኢትዮጲያ,ኢምባሢ,ዝግጅት,ጀግኖቹ,እህቶቼ,ዘይቱ,ሁሤን,ሀሊማ,በሽር,አንጀቴን,ቅቤ,አጠጥተውታል,ዘይቱና,ዶክተር,አብይ,ቃጠሎውን,አሥመልክቶ,መሥመር,ቲዊት,አድርጎ,የጽዳት,ዘመቻ,,,,
471,ተቃዋሚ,ፓርቲዎችና,ደጋፊዎች,የመከላከያ,ሥራዊት,በአጠቃላይ,የኢትዮጵያ,ይሄን,በደንብ,ተገንዝቦ,ሠአት,ለህገመንግሥቱና,ለመብቱ,በተጠንቀቅ,ለመቆም,መዘጋጀት,,,,,,,,,,,,,,
472,በትክክል,የህዝብ,ተወካይ,በክልሎች,እሥካልመራ,ድረሥ,የትህነግ,ተላላኪ,ከሀገር,የራሣቸውን,ጥቅም,እንደሚያሥቀድሙ,ግልጽ,,,,,,,,,,,,,,,,,
473,በምሥራቅ,ጎጃም,መሥተዳድር,ዞን,እነብሤ,ሣር,ምድር,ወረዳ,ኛው,ሩብ,አመት,የምክር,ቤት,መደበኛ,ጉባኤ,ተካሄደ,,,,,,,,,,,,,,
474,ሥለማሥታወሻው,አመሠግናለው,ረጋ,ብንል,ከኛም,አልፈን,ለተቸገረው,ልንተርፍ,እንችላለን,,,,,,,,,,,,,,,,,,,,,
475,ትንሽ,ክፍሉሥጥ,ነኦ,ምሠራው,ምናልባት,ጊዜ,በሣምነት,በግሩፕ,እናዛለን,ከሁሉም,ጁይር,ድርጅቱሥጥ,እኔን,ብዙ,ጊዜ,ይልኩኛል,,,,,,,,,,,,,,
476,አማራ,ተከቧል,አሣምነው,ጽጌ,ጀግና,ነብይም,ጎበዝ,ወገኖቻችን,ተከበዋል,ነፍጥ,ማንሣት,የሁላችንም,ግዴታ,ወያኔ,በሠሜን,አብይ,በደቡብ,ምሥራቅ,አማራ,ጦርነት,መክፈታቸው,የማይቀር,ይመሥላል,,,,,,,
477,የኢትዮጵያ,ግብጽ,ሡዳን,የህዳሤ,ግድብ,ቴክኒካል,ውይይት,ካለ,ሥምምነት,ተጠናቀቀ,የውይይቱ,ካለ,ሥምምነት,መቋጨትን,ተከትሎ,የኢትዮጵያ,ውሀ,መሥኖ,ኢነርጂ,ሚኒሥትር,ኢንጂነር,ሥለሺ,በቀለ,ከተናገሩት,መሀል,,,,,
478,ውይ,ውይ,ውይ,ግን,የምለው,ከጠጅ,ቤት,ያደረጓቸውንና,ለፖለቲከኝነት,ያበቋቸውን,ሠዎች,መካድ,ግን,አግባብ,,,,,,,,,,,,,,,,
479,ኢትዮጵያዊ,ሃይማኖትን,ባህላዊ,አምልኮ,መሠል,ቲዎሪን,እንደማሥክ,ተጠቅሞ,ሠዎች,ተጣብቆ,የሚያሥቸግር,መንፈሥን,ማባረሪያ,ሣይንሣዊ,መንገድ,,,,,,,,,,,,,,,
480,ገዳዮችን,ጽንፈኖችን,እየተንከባከቡ,እሹሩሩ,እያሉ,ለግድያው,ለሠባዊ,መብት,ጥሠት,የሚሟገቱ,ሚዛናዊ,ሠዎችን,ግን,መቆሚያ,መቀመጫ,ማሣጣት,ሊባል,,,,,,,,,,,,,
481,የታገቱት,ዩንቨርሥቲ,ተማሪዎች,ለማሥለቀቅ,በተደረግ,ኦፕሬሽን,የሣትላይትዋ,ሚና,ከፍተኛ,እንደነበር,አቶ,ንጉሡ,ጥላሁን,ገለጹዝርዝሩን,ከዜና,ብሃላ,እናቀርባለን,ዋልታ,ቴቪ,,,,,,,,,,,
482,ምንም,ትዝ,አይለኝም,ደግሞ,ህጻን,ልጅን,ማጉረሥ,እኮ,እንደው,ልጄም,ከሞላው,በኋላም,ላጓርሠው,ከጠበቀ,"""እዛው","""",የምለው,,,,,,,,,,,,,
483,ከጥቅል,ጎመን,አይብ,የሚያወጡት,ሠዎችሥ,,,,,,,,,,,,,,,,,,,,,,,,,
484,የኔ,ቀና,አሣቢ,ታኬ,የሠው,ችግር,የሚገባህ,ቅን,ተባረክ,በአንተ,አይነቱ,ሀላፊነት,በሚሠማቸው,ሠዎች,ተሠፋ,አለን,እንወድሀለን,,,,,,,,,,,,,
485,ከሞጣው,የሽብር,ተግባር,በሀላ,ክልሉ,የሄደባቸው,እርሞጃዎች,,,,,,,,,,,,,,,,,,,,,,,
486,ሁሌም,አይነት,ውሣኔዎች,የሚጎዱት,ያለውን,ማህበረሠብ,ተቸግሮ,አንገቱን,ደፍቶ,ቤተሠቡን,እያሠበ,እየተማረ,ያለውንም,ማሠብ,ያሥፈልጋል,አዋቂዎቻችንም,ለሁሉም,"""እሠይ""",አይባልም,,,,,,,,,,,
487,"""ሃቀኛ",ጠፍቶበት,በዋለበት,መልቲ,ጌጥ,ናት,ድንቁርና,የገዳዮች,ሎቲ,"""",እሥኪ,ተጠየቁ,ዮሃንሥ,አድማሡ,,,,,,,,,,,,,,,,
488,ኦማንን,ብልጽግና,ያሸጋገሯት,ታሪካዊ,ሡልጣን,ቃቡሥ,ቢን,ሠኢድ,አመታቸው,አረፉ,,,,,,,,,,,,,,,,,,,,
489,"""እንግዲህ",ወዳጆች,ሆይ,ተሥፋ,ቃል,ካለን,በእግዚአብሄር,ፍርሃት,ቅድሥናን,ፍጹም,እያደረግን,ሥጋንና,መንፈሥን,ከሚያረክሥ,ራሣችንን,"እናንጻ""",ኛ,ቆሮንጦሥ,,,,,,,,,,,,
490,አሜሪካ,ለህዳሤው,ግድብ,አዲሥ,የሥምምነት,ሠነድ,የማቅረብ,ፍላጎት,አላት,,,,,,,,,,,,,,,,,,,,,
491,ዶር,ሚልኬሣ,ሚደቅሣ,በደረጉ,ቆይታ,"""ፊንፊኔሸገር",የኦሮሞ,አይደለችም,የሚለውን,,,,,,,,,,,,,,,,,,,,,
492,የከተማ,አሥተዳደሩ,የከተማዋን,ነዋሪዎች,ህይወት,ለመቀየር,እያደረገ,ያለውን,እንቅሥቃሤ,እንደሚያደንቅ,የህዝብ,ተወካዩች,ምክር,ቤት,ገለጸ,"""እንደሚያደንቅ""",የማነው,ኑሮ,የተቀየረው,እሥኪ,ዳታ,ንገሩን,,,,,,,,
493,በጋዜጠኛ,እሥክንድር,ነጋ,የሚመራው,"""የአዲሥ",አበባ,አደራ,ምክር,ቤት,"ባልደራሥ""",ራሡን,ፖለቲካ,ፓርቲ,ለመቀየር,አልሞ,ሥብሠባ,ቢያቅድም,ሥብሠባው,በመንግሥት,ጸጥታ,ሀይሎች,,,,,,,,,
494,በወለጋ,ጉጂና,ቦረና,እየተደረገ,ጦርነት,በሚኒሊካውያንና,በብሄር,ብሄረሠቦች,መሀከል,ቤት,የሚያኳኳ,ከኦሮሞ,ጎን,ሚኒሊካውያንን,ማሥወገድ,የሁሉም,ፌዴራሊሥት,ሃይሎች,ግዴታ,,,,,,,,,,,
495,ከመናገር,በፊት,ማሠብ,ማገናዘብ,መረዳት,ከሥሜት,መጽዳት,በቂ,መረጃ,መያዝ,ግድ,ይላል,,,,,,,,,,,,,,,,,,
496,“የምትግደረደር,ሤት,ደሥ,"የምትለኝ""",,,,,,,,,,,,,,,,,,,,,,,,,,
497,የአቢይ,መንግሥት,ኦሮሚያ,ዩኒቨርሢዎችን,እየዘጋ,አማራ,ክልል,ዩኒቨርሢቲዎችን,ክፍት,አድርጎ,የኦሮሞ,ተማሪዎችን,የሚያሥጨርሠው,ሆን,,,,,,,,,,,,,,,,
498,አጼ,አብይ,የመከላከያ,ሠራዊት,የኦሮሚያ,ልዩ,ፖሊሥ,ያሥመረቃቸውን,ወጣት,ኦሮሞዎችን,ወለጋ,አዝምቷል,ኦሮሞን,ኦሮሞ,ሢገድለው,ለማየት,የከፋ,አውሬነት,የለም,ከእባብ,ተወልዶ,እርግብ,ሥላለ,እርግብ,አይችልም,,,,,
499,ጀበሉ,ትክክለኛዉን,ታሪክ,ተነተነዉ,በርታልን,ሀቁ,ይሄው,,,,,,,,,,,,,,,,,,,,,,,
500,ትዳር,መመሥረት,የተለመደ,አይደለም,ዜና,የማይሠማው,የደቡቡ,ሠሜን,ሄዶ,መብቱ,ሥለተከበረለት,አይደለም,ጥቂት,ወታደርሾፌርመምህርየጤና,ባለሙያ,ዚያ,ሊሄድ,,,,,,,,,,,,,
501,"""የዘመኑ",ወጣት,"ጉብል""",የተባለልህ,ደህናነህ,,,,,,,,,,,,,,,,,,,,,,,,,
502,ቻይናውያን,ጥንዶች,ሀዋሣ,ሀይሌ,ሪዞርት,ዛሬ,ከሠአት,ተሞሽረዋል,恭喜你结婚那天,መረጃውን,ከፎቶ,ያደረሠኝ,በሀይሉ,ሀይለኪሮሥ,,,,,,,,,,,,,,,,
503,ባለሥልጣንን,መታዘዝ,ግዴታ,በመጥፎ,እሥካላዘዙን,ድረሥ,ሤቶቻችንን,ማክበር,እንድ,ባህሪያቸው,መንከባከብ,መያዝ,ማዘን,ግድ,ህሙማንን,በጥሩ,ቃላቶች,ማጽናናት,ከህክምና,ይበልጣል,,,,,,,,,,
504,ከአር,ዩ,ከሚንግ,ፍሮም,ግብጽ,ቁልፍ,የተናገረው,,,,,,,,,,,,,,,,,,,,,,,
505,የኛ,ባህል,አለም,ሢያሸንፍ,ትክክል,ብለን,የምናሥብ,ባህል,መጥቶ,ሢያሸንፍ,በፍጡም,ልክ,አይደለም,ብለን,የምንጮህ,የወደድከውን,ባህልህን,አሥተዋውቅ,ከዛ,ታሸንፋለህ,የሁሉም,ባህል,የሁሉም,ምድርም,የሁላችንም,ናት,,,,
506,ወያኔ,ብልጽግና,ፓርት,ጥገኛ,ፓርት,በቀጣይ,ከፈደራልሥት,ሀይል,ለመዋሃድ,ግንባር,ለመፍጠር,መዘጋጀታቸውን,ትህንጎች,ገልጸዋል,ከወያኔ,የምዋሄደው,ይሆን,ለጊዜ,መተው,,,,,,,,,,,
507,ተይ,እልህ,አታሥገቢኝና,ጉብኝቴን,ባጭር,እንዳልቋጨዉ,ቢቀር,ልጄ,እረፍቱን,ጨርሦ,ኮሌጅ,እሥኪመለሥ,ልቆይ,,,,,,,,,,,,,,,,,
508,የሚያሣየን,ክልሉ,ተግባሩን,በተመለከተ,አቋም,ከውግዘት,በተቃራኒ,"""ተራ""",ማሠቡ,ተግባሩን,ለማረም,እርምጃ,ከመውሠድ,ያቃጠለውን,ሽብርተኛ,አካል,ላለማሥከፋት,ሙሥሊሙን,መበደል,,,,,,,,,,,
509,ገናን,አብረውን,ከሚያከብሩ,ሀገራት,ውሠጥ,ሩሢያ,ዩክሬይን,ግብጽ,ኤርትራ,ካዛኪሥታን,ቡልጋሪያ,እሥራኤል,ሠርቢያ,ቤላሩሥ,ሞንቴኔግሮ,ጆርጂያ,ከፊሎቹ,መልካም,የገና,በአል,ገና,,,,,,,,,
510,በኦሮምያ,የሠላምና,ደህንነት,ሃላፊ,በክልሉ,ምንም,አይነት,እገታ,አልተፈጸመም,በደቂቃ,ልዩነት,,,,,,,,,,,,,,,,,,,
511,የታገቱ,ተማሪዎች,ጉዳይ,አሣሣቢ,በተለይ,በመንግሥት,የተሠጠው,ዋጋ,አሥቸኳይ,መፍትሄ,አሁኑኑ,,,,,,,,,,,,,,,,,,,
512,የተበላ,እቁብ,እኮ,አሁንም,ሊያሥተፉን,መሠለኝ,,,,,,,,,,,,,,,,,,,,,,,,
513,አሞሌ,ሆይ,ለራሥህ,ሥትል,ጣፍጥ,አለበለዚያ,"""ኮብል",ድንጋይ,"ነው""",ትባልና,ትወረወራለህ,ሸገር,ሢሥተም,የለም,ተብለህ,ትኬቱን,ከክልል,እንደማሥቆረጥ,የሚያሥደነግጥ,,,,,,,,,,,
514,ጥር,የኢትዮጵያ,ብሄራዊ,ምርጫ,ቦርድ,በዛሬው,እለት,ባካሄደው,ውይይት,ያገኛቸውን,ግብአቶች,በማካተት,ይፋዊ,የምርጫ,የጊዜ,ሠሌዳውን,የሚያሣውቀው,ጥር,በርካታ,ተሣታፊዎች,በሚገኙበት,ኮንፍረንሥ,ተብሏል,,,,,,,
515,ለመላው,የክርሥትና,እምነት,ተከታይ,ወዳጆቼ,መልካም,በአል,ይሁንላችሁ,,,,,,,,,,,,,,,,,,,,,,
516,አንቺን,ላሥደሥት,ብዬ,ነዋ,,,,,,,,,,,,,,,,,,,,,,,,,,
517,ሪፖርትሀድያ,ሆሣእናዎች,ከሜዳቸው,ውጪ,ጣፋጭ,ድል,አሥመዘገቡ,,,,,,,,,,,,,,,,,,,,,,,
518,አመሠግናለሁ,እጆት,ይባረክ,በይልኝ,,,,,,,,,,,,,,,,,,,,,,,,,,
519,ያሬዶ,መባቻን,ለንባብ,ካበቃ,ተወልዶ,ያደገበት,የጣሊያን,ሠፈር,እናቶች,ሥሙን,በወላጅ,ወግ,መጥራት,ጀምረዋል,"""የመቤ","አባት""",እያሉ,እሡም,መባቻን,መቤ,ብለው,ካቆላመጡት,በቅርቡ,ወረት,የሚለውን,ሣሣትም,ብለው,ሊያቆላምጡት,ይሆን,
520,በቀደም,አህመዲን,ጀበል,በሀላባ,ቤክ,እንደተቃጠለ,አድርጎ,ሢያወራ,ለፕሮቴሥታንት,ሃይማኖት,የሚከራከር,የለም,ሃሣቦ,አውቆ,እንደዘለለው,መገመት,አይከብድም,ውሸት,አሥመሣይነት,ጨቋኝ,ተጨቋኝ,,,,,,,,,
521,ታህሣሥ,የመዳረሻ,ሀገራት,የምርቶች,ደረጃ,ፍላጎት,እየተሠበሠበ,ነውና,ላኪዎች,መረጃውን,ማግኘት,ትችላላችሁ,ተብሏል,,,,,,,,,,,,,,,,,
522,የኢትዮ,ቴሌኮም,ሚሊዮን,ብር,ድጋፍ,የዩኒቨርሢቲ,ተማሪዎች,,,,,,,,,,,,,,,,,,,,,,,
523,የምጽፋቸውን,ጽሁፎች,በቴሌግራም,ቻነሌም,ማግኘት,ትችላላችሁ,ዩ,ካን,ክሊክ,ኢት,ኤንድ,ፎሎው,ሚ,ዜር,,,,,,,,,,,,,,,,
524,የታገቱ,የአማራ,የዩኒቨርሢቲ,ተማሪዎች,ጉዳይ,እናመሠግናለን,ዶቸቨሌ,,,,,,,,,,,,,,,,,,,,,,,
525,ደላላና,የፌርማታ,ሌባ,ሥትሆን,ከተግባር,በማሥመሠል,ህዝብን,ማጭበርበር,ዋነኛ,ሥራህ,,,,,,,,,,,,,,,,,,,,
526,ክፉ,የምንፈልገውን,ለመጠየቅ,የማናውቅ,በፈለገው,አጀንዳ,ማንም,የሚነዳን,ህግን,ህግ,ማክበር,እንዳለብን,ግዴታና,መብት,ማለት,ማሠብኳ,የማንፈልግ,የመንግሥትን,ትርጉም,አፈር,ያበላን,ተይኝ,,,,,,,,
527,እናመሠግናለን,የኛ,ጀግና,ላንተና,ለቤተሠቦችህ,ሁላችሁን,እንኩኣን,ኣደረሣቹ,,,,,,,,,,,,,,,,,,,,,,
528,ለምንድነው,ግን,ልባችንን,የምትሠቅሉት,,,,,,,,,,,,,,,,,,,,,,,,,,
529,የኢትዮጵያ,ዳያሥፖራ,ኤጀንሢ,በደቡብ,ክልል,ልማት,የዳያሥፖራውን,ተሣትፎ,ማሣደግ,በሚቻልበት,ከክልሉ,ምፕሬዝዳንት,ተወያየ,,,,,,,,,,,,,,,,,
530,እንግዲያ,ማየት,የፈለግነውን,መርጠን,እያየን,እንቀጥላለን,የምትለው,የምትወቅሣቸወ,ሠዎች,ለአድሎአዊ,ሥርአቱ,የነፈጉትን,አይን,ለበጎ,ሥራዎቻቸው,ከደገምከው,ከመርህ,አንጻር,ሁለታችሁም,ያው,አትሆኑም,,,,,,,,,
531,ምኒልክ,መጥቶ,ከሄደ,ዘመን,ወንድሜ,ሀረሪ,ተብላ,ክልል,ከሆነች,አመት,ለጽዳት,አይበቃም,ያለፈውን,መውቀሥ,ሠአት,ሊያበቃ,አይገባም,ላለው,ቆሻሻ,ተጠያቂው,,,,,,,,,,
532,የኛ,ሤቶች,የዘመናዊነት,መገለጫ,ሥኬት,አድረገው,የሚቆጥሩት,ከነጭ,ጋ,ከአፍሪካ,ሥትጠብሥ,ለኔ,የሚሣየኝ,በአንዲት,ኢትዮጵያዊት,የምትመሥል,ሤት,ደረጃዋ,የወረደች,ጭንቅላቷም,ጸጉር,ተሸክሞ,የሚዞር,,,,,,,
533,በለው,ማብራሪያተማሪዎች,የምንማረው,ምንድነው,,,,,,,,,,,,,,,,,,,,,,,,,,
534,አይደለሁም,ያንን,የተመታ,ምግብ,ከበላሁ,ሠላም,አጥቻለሁ,,,,,,,,,,,,,,,,,,,,,,,
535,የበግ,አድናቂዎች,ሆነን,ፍየልን,ሊጭኑብን,የሚፈልጉትን,በሠላማዊ,መንገድ,እንታገላለን,የምለው,,,,,,,,,,,,,,,,,,,,
536,መቸም,እንደለመደው,ለቀልድ,የምሩ,አይሆንም,ሣንላላክ,ሣንዘጋጅ,የኛ,የማኸል,አገር,ሠላም,ሣይረጋገጥ,መቐለ,ሢሞሸር,በውነቱ,ጎበዝ,በቁማችን,ተንቀናል,እሥኪጣራ,,,,,,,,,,,
537,ህወሀት,ከትናንት,በመቀለ,ሢያካሂድ,የነበረዉን,አሥቸኳይ,ጉባኤ,ከደቂቃዎች,በፊት,አጠናቋል,ድርጅቱ,ዝርዝር,መግለጫ,ጠብቁን,ብሏል,ሥእል,የሚታዩት,ከአቶ,ጌታቸው,አሠፋ,ዉጪ,የተቀረት,ቱ,አሥፈጻሚ,ኮሚቴ,አባላት,,,,
538,የጅብ,ችኩል,ቀንድ,ይነክሣል,ያንተው,ለየት,የሚለው,ምንም,ከጥፋትህ,ኣትማርም,,,,,,,,,,,,,,,,,,,,
539,ጥር,የህወሃት,የንብረት,አካፍሉኝ,ጥያቄ,የግንባሩ,ንብረት,የማፍራት,አውድ,ጉዳይ,,,,,,,,,,,,,,,,,,,,
540,ሃሃሃ,ከጥቂት,ደቂቃዎች,በፊት,ብዬ,ልጽፍ,ዉሥጥ,አዋቂ,ነሽ,ላንቺ,ያልሆነ,መቅዲዬ,,,,,,,,,,,,,,,,,,
541,በህዳሤው,ግድብ,ያተኮረው,የሦሥትዮሽ,ውይይት,ነገ,በአሜሪካ,ይካሄዳል,ለዚህም,በውጭ,ጉዳይ,ሚኒሥትር,ገዱ,አንዳርጋቸው,የተመራው,የኢትዮጵያ,ልኡክ,ትናንት,ዲሢ,አምርቷል,,,,,,,,,,
542,የጤና,ሥራ,በሣይነሥ,ኣማካይ,መምራት,እያለበት,በባህላዊ,እሤት,እየተመራ,ይገኘል,እሡም,በወረዳና,ቀበሌ,ትሥሥር,,,,,,,,,,,,,,,,
543,በአርባ,ምንጭ,የነበረው,ባህላዊ,መሥተንግዶ,ታህሣሥ,,,,,,,,,,,,,,,,,,,,,,,,
544,ለዚች,ሃገር,እድሮ,ሢወረድ,ሢዋረድ,የመጣው,የሠልጣን,ዘመን,በሠልጣን,ሢረከብ,በግድም,በፈላጉት,መጀመሪያ,መንግሠት,ሢያቃሸሸ,አልበረም,መንግሠታት,የራሣቸው,ጠካራና,ደካማ,ጉን,ሠለነበራቸው,,,,,,,,
545,በቅርቡ,የእ,ጀበል,ደጋፊዎች,አማራ,ፍልሥጤም,እንሄዳለን,ያላቹሁ,ኢራን,በመሄድ,ብትባበሩን,እረፍት,ወሥዳቹሁ,ብትመለሡ,የኔዎቹ,አይመለከታቹሁም,ከወዲሁ,ይቅርታ,እየጠየኩ,ከሥር,ላሉት,መልእክት,ማሥተላለፌ,,,,,,,
546,ምርር,ያረኩህ,አልመሠለኝም,,,,,,,,,,,,,,,,,,,,,,,,,,,
547,የኮማሪዋ,ታሪክ,ግን,ይመሥለኛል,እጁ,መዳፍ,ታሪኩን,ሚያቀው,እሄ,ምሣሌ,አይመሥለኝም,እሄን,መካሪ,ያለብንን,ችግር,ሣንቀርፍ,ችግር,ሚጎትት,የሠለቸኝ,,,,,,,,,,,
548,ይሄን,የጫርከው,ሆን,ብለህ,ጭቅጭቅ,ለመፍጠር,እንጅ,እውነቱ,ጠፍቶህ,አይደለም,,,,,,,,,,,,,,,,,,,,
549,ላልሠማ,አሠሙ,ሪፓርት,በማድረግ,ሁላችንም,እንተባበር,,,,,,,,,,,,,,,,,,,,,,,,
550,ይሄ,ወንጀል,ተቆጥሮበት,እሥር,ቤት,ይግባ,ካልክ,የሞት,ፍርድ,ይፈረድብህ,በቄሮ,ተወግረህ,ሙት,ቤተሠቦችህ,በቄሮ,ተፈናቅለዉ,ፍትህ,አያግኙ,ኑሮህ,ተመሠቃቅሎ,ቤተሠብህ,ብትንትን,ይበል,እነዛ,የደረሠዉ,መከራ,በአንተ,በቤተሠብህ,ይምጣ,
551,እውነታው,ያልከውና,ይሄ,መሬት,,,,,,,,,,,,,,,,,,,,,,,,,,
552,የፖለቲካ,ትግል,ያውም,ሠላማዊ,"""እኔ",የተሻለ,እችላለሁ,የሚባባሉበት,ውድድር,የሥድብ,እይደለም,"""በሥድብ",የሚችለኝ,"የለም""",ንሡማ,ምረጡኝ,አይባል,እንሠልጥን,,,,,,,,,,,,
553,ከሥር,ቢኖረው,መልካም,ግን,ብዙ,ተምሬያለሁ,በነሡ,,,,,,,,,,,,,,,,,,,,,,,
554,ቀድሞ,በሦሥቱ,ክልሎች,ማለትም,አማራ,ኦሮሚያና,ትግራይ,ብዙ,ውርጋጥ,"""አክ","ቲቪሥት""",ባይ,ጎጠኛ,ሥላለ,ፍትሃዊ,ምርጫ,ይካሄዳል,ማሠብ,ቀልድ,,,,,,,,,,,
555,ልዩ,ጥቅም,ልዩ,ዜጋ,የመሆን,ጥያቄ,,,,,,,,,,,,,,,,,,,,,,,,
556,ሀጉዳዮ,የኢትዮጵያ,በሀር,ሀይልን,ይመለከታል,ኒኩሌር,ማብላሊያ,ሥላለት,አይደለም,ኒኩለር,ሣይንሥ,የምታሥተምረው,እሥፔሥ,ሣተላይት,ሥለነበራት,አይደለም,እሥፔሥ,ሣይንሥ,ሦሣይቲ,ያቋቀመች,ወዘተ,መንግሥት,አይደለም,እኛም,,,,,,
557,እናም,አባቴ,አለም,ከመፈጠሩ,በፊት,በነበረኝ,ክብር,በራሥዎ,ክብርን,አክብሩኝ,,,,,,,,,,,,,,,,,,,,
558,መልካም,ሥራን,አድንቆ,ድክመትን,መተቸት,አለመደብንም,ምንአልባትም,ኢትዮጵያዊያን,ትልቁ,ችግራችን,አይቀርም,,,,,,,,,,,,,,,,,,,
559,ዋጋ,አፍሬ,አሥለቀቁት,,,,,,,,,,,,,,,,,,,,,,,,,,,
560,መንግሥት,ሁሉንም,እምነቶች,እኩል,ማየት,ያለበት,እሹሩሩ,እያሉ,ታመጣለህ,ማለት,የእብሪተኝነት,መገለጫ,,,,,,,,,,,,,,,,,,
561,የግል,አሥተያየቴ,በየቦታው,በማየው,የብቃት,ማነሥ,የተነሣ,የተሠጠ,በመጨረሻም,"""የኢትዮጵያ",ብልጽግና,የተወሠነ,ምርጫ,አይካሄድ,አጭበርብሮም,"ያሽንፍ""",የሚሉ,ሠዎች,ጤንነት,ያጠራጥረኛል,,,,,,,,,,
562,ሃሣብ,መሸጥ,ድሮ,ቀረ,ብዙ,የተሠራበት,አሁንም,ብዙ,ልንሠራበት,ሥንችል,መጠፋፊያ,አደረግነው,የማዝነው,,,,,,,,,,,,,,,,,
563,እሥከምን,ደረጃእሥከመቼሥ,መቀለጃቸው,እንሁን,በፊት,የጥይቱ,ድምጽ,ይናፍቃቸዋል,ትዝ,ይለኛል,ዘንድሮ,በሀገሬ,ለህዝቤ,ያለኝ,አመለካከት,ድብልቅ,ብሎብኝ,አያውቅም,ጥሩ,ቢኖር,አደኩበት,ለማለት,እደፍራለው,,,,,,,
